,name,tag,singer,song,img
788,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",D.Ark (디아크), GENIUS (Feat. 창모),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/043/284/82043284_1620884530960_1_140x140.JPG/dims/resize/Q_80,0"
789,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Lil Baby & Lil Durk & Rod Wave,Rich Off Pain,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/071/870/82071870_1622617826319_1_140x140.JPG/dims/resize/Q_80,0"
790,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Rex Orange County, Sunflower,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/082/931/81082931_1531273289437_1_140x140.JPG/dims/resize/Q_80,0"
791,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Kali Uchis, telepatia,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/739/553/81739553_1614917125657_1_140x140.JPG/dims/resize/Q_80,0"
792,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",6LACK,PRBLMS,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/332/774/81332774_1576457111463_1_140x140.JPG/dims/resize/Q_80,0"
793,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",T-Pain & Kehlani, I Like Dat,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/046/862/82046862_1621321820665_1_140x140.JPG/dims/resize/Q_80,0"
794,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Anitta, Girl From Rio,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/020/621/82020621_1619683646963_1_140x140.JPG/dims/resize/Q_80,0"
795,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Jeremy Zucker," always, i'll care","https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/355/713/81355713_1580981402768_1_140x140.JPG/dims/resize/Q_80,0"
796,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Marshmello & Jonas Brothers, Leave Before You Love Me,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/056/041/82056041_1621572257036_1_140x140.JPG/dims/resize/Q_80,0"
797,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Taylor Swift,...Ready For It?,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/002/880/81002880_1510709340598_1_140x140.JPG/dims/resize/Q_80,0"
798,틱톡에서 자주 들었던 BGM들! 8편,"오늘의선곡,스느스뮤직,POP,랩/힙합,잔잔한,부드러운,댄서블한,2020년대,TODAY,PICK",Raftaar,Baby Marvake Maanegi,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/948/842/81948842_1615788443535_1_140x140.JPG/dims/resize/Q_80,0"
799,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",One Off Them,Wrong,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/889/970/81889970_1613353646162_1_140x140.JPG/dims/resize/Q_80,0"
800,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",Mingginyu (밍기뉴), Zzz,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/029/113/82029113_1620350555599_1_140x140.JPG/dims/resize/Q_80,0"
801,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",gump, 녹아,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/837/688/81837688_1610590034161_1_140x140.JPG/dims/resize/Q_80,0"
802,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",허회경, 아무것도 상관없어,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/833/653/81833653_1610345261438_1_140x140.JPG/dims/resize/Q_80,0"
803,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",다린,소란스러운 마음,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/106/742/81106742_1537510028235_1_140x140.JPG/dims/resize/Q_80,0"
804,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",동경, I Don't Wanna Love,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/239/995/81239995_1562720815671_1_140x140.JPG/dims/resize/Q_80,0"
805,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",2단지, 유성,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/867/131/81867131_1611905686114_1_140x140.JPG/dims/resize/Q_80,0"
806,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",김여명 (KIM YEO MYUNG), 방백 (傍白),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/046/486/81046486_1522289482740_1_140x140.JPG/dims/resize/Q_80,0"
807,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",박소은,너는 나의 문학,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/397/917/81397917_1585135671542_1_140x140.JPG/dims/resize/Q_80,0"
808,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",예람, 꿈에 택시를 타,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/561/962/81561962_1599465743289_1_140x140.JPG/dims/resize/Q_80,0"
809,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",615, 편지,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/242/736/81242736_1562908984628_1_140x140.JPG/dims/resize/Q_80,0"
810,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",문웅주, 있잖아.. 아니 없어,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/009/889/82009889_1619155558409_1_140x140.JPG/dims/resize/Q_80,0"
811,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",리도어 (Redoor), 영원은 그렇듯,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/832/814/81832814_1610087813136_1_140x140.JPG/dims/resize/Q_80,0"
812,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",해주 (Heju),This Is Not A Love Song,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/272/875/81272875_1569569997199_1_140x140.JPG/dims/resize/Q_80,0"
813,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",Dine On, Relax,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/856/345/81856345_1611313464023_1_140x140.JPG/dims/resize/Q_80,0"
814,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",달리아킴 (Dahlia Kim), Ocean Wave,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/756/689/81756689_1606630533675_1_140x140.JPG/dims/resize/Q_80,0"
815,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",Hyeshi, Blush (Feat. 송예린),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/072/224/82072224_1622798048916_1_140x140.JPG/dims/resize/Q_80,0"
816,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",김각성 (kim kak sung), 밤이 깊었네,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/906/238/81906238_1613971680346_1_140x140.JPG/dims/resize/Q_80,0"
817,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",오만,착각,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/386/187/81386187_1583925506939_1_140x140.JPG/dims/resize/Q_80,0"
818,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",JEONGKO, 그림자,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/974/737/81974737_1617350643281_1_140x140.JPG/dims/resize/Q_80,0"
819,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",기묘, 장면,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/978/286/81978286_1617607533669_1_140x140.JPG/dims/resize/Q_80,0"
820,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",웨더 (Weather) & 갓튼 (Godton), 사랑하나 봐,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/119/461/82119461_1625206442124_1_140x140.JPG/dims/resize/Q_80,0"
821,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",SOONHO (순호), 그 어느 여름 사이로,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/065/763/82065763_1622192426572_1_140x140.JPG/dims/resize/Q_80,0"
822,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",비버타운, Summer sign,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/049/523/82049523_1621236452856_1_140x140.JPG/dims/resize/Q_80,0"
823,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",정애," 안녕, 낯선 사람","https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/018/407/82018407_1619660639179_1_140x140.JPG/dims/resize/Q_80,0"
824,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",강다나, I like you,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/083/793/82083793_1623399356723_1_140x140.JPG/dims/resize/Q_80,0"
825,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",장소연, 이건 슬픈 나의 구애의 노래야,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/074/986/82074986_1622786532138_1_140x140.JPG/dims/resize/Q_80,0"
826,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",윤원, 웃는 게 예쁜 너였는데,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/118/540/82118540_1625206070805_1_140x140.JPG/dims/resize/Q_80,0"
827,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",KODI GREEN, 242424 (Feat. Sonny Zero),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/116/284/82116284_1625100791211_1_140x140.JPG/dims/resize/Q_80,0"
828,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",임수연, Night Waltz,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/101/594/82101594_1624411910117_1_140x140.JPG/dims/resize/Q_80,0"
829,이런 재질의 보컬 사운드는 못 참지!,"레이블추천,미러볼뮤직,인디,드라이브,출/퇴근길,기분전환,편안한,잔잔한,국내음악",노준용 (JVNR), 나의 손목에서 너의 꽃향기가 나,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/046/835/82046835_1621146494713_1_140x140.JPG/dims/resize/Q_80,0"
830,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Jessie Ware,Alone,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/995/208/80995208_1508402685724_1_140x140.JPG/dims/resize/Q_80,0"
831,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Will Jay (윌 제이), By Now,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/260/028/81260028_1567042117220_1_140x140.JPG/dims/resize/Q_80,0"
832,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Tori Kelly,Paper Hearts,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/477/689/80477689_1426868749882_1_140x140.JPG/dims/resize/Q_80,0"
833,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Ariana Grande,My Everything,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/457/924/80457924_1408700143226_1_140x140.JPG/dims/resize/Q_80,0"
834,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Johnny Stimson, Butterflies,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/833/569/81833569_1610010580859_1_140x140.JPG/dims/resize/Q_80,0"
835,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Luther Vandross, If I Didn't Know Better,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/292/618/81292618_1572249900536_1_140x140.JPG/dims/resize/Q_80,0"
836,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Fiona Apple, Ladies,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/421/282/81421282_1587085234485_1_140x140.JPG/dims/resize/Q_80,0"
837,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",HONNE, Crying Over You ◐ (Feat. BEKA),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/048/369/81048369_1617265232863_1_140x140.JPG/dims/resize/Q_80,0"
838,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Years & Years,Lucky Escape,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/159/659/81159659_1550050138025_1_140x140.JPG/dims/resize/Q_80,0"
839,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Peach Tree Rascals,JoJo,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/964/575/81964575_1616578535839_1_140x140.JPG/dims/resize/Q_80,0"
840,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Bahari, Forget You,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/128/701/82128701_1625651781634_1_140x140.JPG/dims/resize/Q_80,0"
841,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Sam Fischer, This City,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/330/910/81330910_1598582728493_1_140x140.JPG/dims/resize/Q_80,0"
842,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Rhodes, This Shouldn't Work,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/393/893/81393893_1584580860682_1_140x140.JPG/dims/resize/Q_80,0"
843,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Christine Aggerholm, Give It A Go,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/050/395/81050395_1522894052498_1_140x140.JPG/dims/resize/Q_80,0"
844,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Ed Sheeran,Dive,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/911/494/80911494_1484644569534_1_140x140.JPG/dims/resize/Q_80,0"
845,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Seal, Every Time I'm With You,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/684/533/80684533_1441783804666_1_140x140.JPG/dims/resize/Q_80,0"
846,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Luther Vandross, Endless Love,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/058/728/15058728_1569383408558_1_140x140.JPG/dims/resize/Q_80,0"
847,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Anton Powers, Baby (Acoustic Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/937/241/80937241_1491458621698_1_140x140.JPG/dims/resize/Q_80,0"
848,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Ella Henderson, The First Time,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/468/740/80468740_1413190574786_1_140x140.JPG/dims/resize/Q_80,0"
849,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Adam Lambert, No Boundaries,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/078/454/273/78454273_1405414891960_1_140x140.JPG/dims/resize/Q_80,0"
850,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Mariah Carey, Through The Rain (Album Ver.),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/043/056/15043056_1502690728054_1_140x140.JPG/dims/resize/Q_80,0"
851,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",N Sync,This I Promise You,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/021/059/733/21059733_1405992644815_1_140x140.JPG/dims/resize/Q_80,0"
852,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Rachael Yamagata, Nothing Gets By Here,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/341/715/80341715_1359353605259_1_140x140.JPG/dims/resize/Q_80,0"
853,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Sam Ock,Little Light (Feat. Clara C),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/279/281/80279281_1325579527436_1_140x140.JPG/dims/resize/Q_80,0"
854,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Mariah Carey, Infinity,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/570/480/80570480_1430292661851_1_140x140.JPG/dims/resize/Q_80,0"
855,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Sam Smith,I'm Not The Only One,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/483/986/80483986_1417137537430_1_140x140.JPG/dims/resize/Q_80,0"
856,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Charlie Puth,Suffer,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/572/992/80572992_1430379822350_1_140x140.JPG/dims/resize/Q_80,0"
857,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Billy Joel, Just The Way You Are,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/051/323/15051323_1349858810115_1_140x140.JPG/dims/resize/Q_80,0"
858,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Michael Bolton,When A Man Loves A Woman,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/247/931/80247931_1_140x140.JPG/dims/resize/Q_80,0"
859,#내안에 감춰둔 잔잔한 감성을 꺼내다 #그루빙 비스코티,"오늘의선곡,DJ,지니,POP,발라드,출/퇴근길,저녁,그루브한,해외음악,COLORS,TODAY,PICK",Leona Lewis,Better In Time,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/070/844/448/70844448_1405905326873_1_140x140.JPG/dims/resize/Q_80,0"
860,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Stan Getz & Joao Gilberto, The Girl From Ipanema (Feat. Astrud Gilberto),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/443/128/80443128_1402543168745_1_140x140.JPG/dims/resize/Q_80,0"
861,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Astrud Gilberto,Agua De Beber (Feat. Antonio Carlos Jobim),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/144/778/81144778_1546499992279_1_140x140.JPG/dims/resize/Q_80,0"
862,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Vinicius de Moraes,Samba Da Bencao,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/153/675/81153675_1548637196711_1_140x140.JPG/dims/resize/Q_80,0"
863,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Antonio Carlos Jobim & Elis Regina,So Tinha De Ser Com Voce,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/014/351/81014351_1521596286517_1_140x140.JPG/dims/resize/Q_80,0"
864,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Joao Gilberto, Desde Que O Samba E Samba,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/019/047/15019047_1605514526141_1_140x140.JPG/dims/resize/Q_80,0"
865,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Diana Krall,So Nice,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/218/242/81218242_1559720392939_1_140x140.JPG/dims/resize/Q_80,0"
866,장마철엔 산뜻한 보사노바,"레이블추천,유니버설뮤직,재즈,휴가/여행,휴식,기분전환,설렘,밝은,따뜻한,여름,비오는날,기타,피아노",Charlie Byrd, Jazz 'N' Samba (So Danco Samba),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/021/200/702/21200702_1_140x140.jpg/dims/resize/Q_80,0"
