,name,tag,singer,song,img
0,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",방탄소년단, Permission to Dance,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/131/679/82131679_1625795131913_1_140x140.JPG/dims/resize/Q_80,0"
1,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",태연 (TAEYEON), Weekend,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/126/712/82126712_1625554274209_1_140x140.JPG/dims/resize/Q_80,0"
2,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",브레이브걸스 (Brave girls), 치맛바람 (Chi Mat Ba Ram),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/095/179/82095179_1623911199725_1_140x140.JPG/dims/resize/Q_80,0"
3,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",SF9, 여름 향기가 날 춤추게 해 (Summer Breeze),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/494/440/81494440_1594022347383_1_140x140.JPG/dims/resize/Q_80,0"
4,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",아이유 (IU), Into the I-LAND,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/479/858/81479858_1592548814111_1_140x140.JPG/dims/resize/Q_80,0"
5,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",SHINee (샤이니),Heart Attack,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/910/876/81910876_1613977506791_1_140x140.JPG/dims/resize/Q_80,0"
6,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",PRODUCE 101, PICK ME,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/765/910/80765910_1450336740266_1_140x140.JPG/dims/resize/Q_80,0"
7,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",NCT U,Interlude: Past to Present,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/615/027/81615027_1602486194672_1_140x140.JPG/dims/resize/Q_80,0"
8,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",그루비룸 (GroovyRoom), FYL (Feat. Golden),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/554/705/81554705_1598596416087_1_140x140.JPG/dims/resize/Q_80,0"
9,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",EXO,Beyond,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/154/979/81154979_1548831111396_1_140x140.JPG/dims/resize/Q_80,0"
10,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",우주소녀,HOLA,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/466/807/81466807_1591689057114_1_140x140.JPG/dims/resize/Q_80,0"
11,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",드림캐쳐,Can't get you out of my mind,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/525/548/81525548_1597396281027_1_140x140.JPG/dims/resize/Q_80,0"
12,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",AB6IX (에이비식스),LIGHT ME UP,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/195/867/81195867_1558513759220_1_140x140.JPG/dims/resize/Q_80,0"
13,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",CRAVITY,Sunrise,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/547/953/81547953_1598251281471_1_140x140.JPG/dims/resize/Q_80,0"
14,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",ASTRO (아스트로),Lonely,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/892/045/80892045_1478678903453_1_140x140.JPG/dims/resize/Q_80,0"
15,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",OnlyOneOf (온리원오브),designer (Prod. by BOYCOLD),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/443/524/81443524_1590048168222_1_140x140.JPG/dims/resize/Q_80,0"
16,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",레드벨벳-아이린 & 슬기, 놀이 (Naughty) (Demicat Remix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/522/932/81522932_1596159862888_1_140x140.JPG/dims/resize/Q_80,0"
17,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",키 (KEY),This Life,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/130/021/81130021_1543217058172_1_140x140.JPG/dims/resize/Q_80,0"
18,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Midas-T, (it's) Raining Men (With DJ KOO) (Feat. Mikey) (Midas-T Club Extended Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/608/840/80608840_1434534984885_1_140x140.JPG/dims/resize/Q_80,0"
19,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",IDIOTAPE (이디오테잎), Gray Zone,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/604/354/81604354_1607394877717_1_140x140.JPG/dims/resize/Q_80,0"
20,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",태민 (TAEMIN), Criminal (Minit Remix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/606/491/81606491_1601295200680_1_140x140.JPG/dims/resize/Q_80,0"
21,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",King Clap, Jumper (Radio Edit),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/646/992/80646992_1437466339455_1_140x140.JPG/dims/resize/Q_80,0"
22,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",RED MONKEY, Party In The Club (Original Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/836/496/80836496_1467268711183_1_140x140.JPG/dims/resize/Q_80,0"
23,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",VERIVERY, G.B.T.B. (Strong Dragon Remix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/700/014/81700014_1604307381577_1_140x140.JPG/dims/resize/Q_80,0"
24,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",에드머 (Edmmer), Nu Rock,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/841/570/81841570_1610520636584_1_140x140.JPG/dims/resize/Q_80,0"
25,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",바비문, Ma Baby (Ferry Remix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/474/944/80474944_1415171133755_1_140x140.JPG/dims/resize/Q_80,0"
26,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Haechi, 바보들의 행진 (Original Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/831/858/81831858_1609982856499_1_140x140.JPG/dims/resize/Q_80,0"
27,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Myo, Ready (Original Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/767/398/80767398_1450684740480_1_140x140.JPG/dims/resize/Q_80,0"
28,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",TPA, Dirty Sexy (Original Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/511/486/80511486_1422957433175_1_140x140.JPG/dims/resize/Q_80,0"
29,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Siion (시온), Late Night (Feat. Hoody),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/261/642/81261642_1566807287184_1_140x140.JPG/dims/resize/Q_80,0"
30,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",45알피엠 (45RPM), This Is Love (Feat. 이승환),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/268/130/80268130_1315534579647_1_140x140.JPG/dims/resize/Q_80,0"
31,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",뉴튼 (Newton), 만유인력의 법칙 (Feat. 미엘),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/415/998/81415998_1586422666206_1_140x140.JPG/dims/resize/Q_80,0"
32,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",CIFIKA, 청춘,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/742/997/81742997_1605755726484_1_140x140.JPG/dims/resize/Q_80,0"
33,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",미료 (브라운아이드걸스),Leggo (Feat. 나르샤 Of 브라운아이드걸스),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/281/791/80281791_1327989810213_1_140x140.JPG/dims/resize/Q_80,0"
34,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",제이큐 (JQ), We Are The Winner (Feat. 1child),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/269/198/80269198_1316748039158_1_140x140.JPG/dims/resize/Q_80,0"
35,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",C-Korn, Fantastic,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/108/785/81108785_1538615371034_1_140x140.JPG/dims/resize/Q_80,0"
36,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",MAD KOIN, Drunken (Feat. 베이식),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/993/745/80993745_1508203614899_1_140x140.JPG/dims/resize/Q_80,0"
37,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",KIRARA (키라라), ct18121,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/294/453/81294453_1572595287214_1_140x140.JPG/dims/resize/Q_80,0"
38,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",NOKE, Noke - Peace & Harmony (Original Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/770/978/80770978_1451874093075_1_140x140.JPG/dims/resize/Q_80,0"
39,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",ROGIA, RULLA! (Original Mix),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/595/227/81595227_1600420717422_1_140x140.JPG/dims/resize/Q_80,0"
40,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Perry J, INCREDIBLE,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/908/134/80908134_1482828225130_1_140x140.JPG/dims/resize/Q_80,0"
41,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",OTHANKQ (오땡큐), 페이커처럼 (Feat. 김덕군),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/606/758/81606758_1601279425651_1_140x140.JPG/dims/resize/Q_80,0"
42,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",GOT7 (갓세븐),Tic Tic Tok,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/698/629/80698629_1443160407645_1_140x140.JPG/dims/resize/Q_80,0"
43,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",EZE," 그때의 너를, 그때의 나를","https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/044/980/82044980_1620891765917_1_140x140.JPG/dims/resize/Q_80,0"
44,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",MAJORS, 별빛에 춤을 추는 밤,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/997/903/81997903_1618538331949_1_140x140.JPG/dims/resize/Q_80,0"
45,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",그레이시 (G-reyish), 숨； (Blood Night) (Oriental Ver.),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/973/644/81973644_1617081117323_1_140x140.JPG/dims/resize/Q_80,0"
46,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",레소나 (레이나 & 소율 & 나다 (NADA)), tantara,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/789/295/81789295_1608164344873_1_140x140.JPG/dims/resize/Q_80,0"
47,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",원어스 (ONEUS), 뿌셔 (BBUSYEO),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/763/723/81763723_1606801997738_1_140x140.JPG/dims/resize/Q_80,0"
48,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",펜타곤,Paradise (별이 빛나는 이 밤),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/636/319/81636319_1602486820911_1_140x140.JPG/dims/resize/Q_80,0"
49,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",루나솔라 (LUNARSOLAR), 노는 게 제일 좋아 (OH YA YA YA),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/556/828/81556828_1599029761300_1_140x140.JPG/dims/resize/Q_80,0"
50,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",3YE (써드아이), Like This Summer,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/501/729/81501729_1594632406794_1_140x140.JPG/dims/resize/Q_80,0"
51,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",릴러말즈 (Leellamarz) & Panda Gomm,RUN,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/496/996/81496996_1594183943504_1_140x140.JPG/dims/resize/Q_80,0"
52,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Stray Kids (스트레이 키즈),Phobia,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/476/773/81476773_1592378655557_1_140x140.JPG/dims/resize/Q_80,0"
53,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",골든차일드,느껴져 (Lately),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/311/960/81311960_1574062990616_1_140x140.JPG/dims/resize/Q_80,0"
54,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",SUPER JUNIOR (슈퍼주니어),Show,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/276/713/81276713_1571039297359_1_140x140.JPG/dims/resize/Q_80,0"
55,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",TWICE (트와이스),TURN IT UP,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/192/234/81192234_1555916304829_1_140x140.JPG/dims/resize/Q_80,0"
56,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",Apink (에이핑크), Everybody Ready?,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/191/727/81191727_1555655007502_1_140x140.JPG/dims/resize/Q_80,0"
57,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",뉴이스트 W, Let Me Out,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/014/358/81014358_1513922284365_1_140x140.JPG/dims/resize/Q_80,0"
58,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",VICTON (빅톤), 말도 안돼,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/979/653/80979653_1503452349000_1_140x140.JPG/dims/resize/Q_80,0"
59,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",나인뮤지스, 기억해,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/954/449/80954449_1497849780931_1_140x140.JPG/dims/resize/Q_80,0"
60,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",하이라이트 (Highlight),CAN YOU FEEL IT?,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/929/414/80929414_1489978438379_1_140x140.JPG/dims/resize/Q_80,0"
61,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",EXO-CBX (첸백시),The One,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/886/869/80886869_1477649318789_1_140x140.JPG/dims/resize/Q_80,0"
62,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",NCT 127,Wake Up,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/840/123/80840123_1468116376507_1_140x140.JPG/dims/resize/Q_80,0"
63,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",여자친구 (GFRIEND),찰칵 (Click),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/840/808/80840808_1468157190036_1_140x140.JPG/dims/resize/Q_80,0"
64,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",원더걸스,Sweet & Easy,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/839/318/80839318_1467624913045_1_140x140.JPG/dims/resize/Q_80,0"
65,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",세븐틴 (SEVENTEEN),이놈의 인기,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/839/512/80839512_1467554077824_1_140x140.JPG/dims/resize/Q_80,0"
66,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",에이션 (A.cian), 여름아 부탁해 (Feat. 이수빈 & 하이틴),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/829/662/80829662_1465978878060_1_140x140.JPG/dims/resize/Q_80,0"
67,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",B.A.P, Feel So Good,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/792/401/80792401_1455871783922_1_140x140.JPG/dims/resize/Q_80,0"
68,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",AOA CREAM, 질투 나요 BABY,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/789/186/80789186_1455198975182_1_140x140.JPG/dims/resize/Q_80,0"
69,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",브라운아이드걸스,웜홀 (Warm Hole),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/733/534/80733534_1446631035055_1_140x140.JPG/dims/resize/Q_80,0"
70,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",f(x),Rude Love,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/727/334/80727334_1445845857066_1_140x140.JPG/dims/resize/Q_80,0"
71,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",베스티, Excuse Me,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/576/678/80576678_1431049564843_1_140x140.JPG/dims/resize/Q_80,0"
72,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",인피니트 (Infinite),Memories,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/436/355/80436355_1400637563669_1_140x140.JPG/dims/resize/Q_80,0"
73,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",EXO-K,Run,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/420/613/80420613_1399369087622_1_140x140.JPG/dims/resize/Q_80,0"
74,사이다처럼 시원한 음악과 함께 홈캉스 즐기기!,"오늘의선곡,DJ,지니,가요,댄스,드라이브,휴가/여행,운동,기분전환,신나는,여름,더운날,국내음악",투하트 (우현 & 키), Delicious,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/408/930/80408930_1394416740485_1_140x140.JPG/dims/resize/Q_80,0"
