PLAYLIST_NO,PLAYLIST_NAME,SONG_TAG,USER_ID,USER_NO
3012,"잠 못 이루는 밤, 불꺼진 방에서 혼자 들은 Music","밤,감성,잔잔한,슬픔,mbti,생각많을때,새벽,혼자,침대,Infj",,
3013,처음들어도 좋은 몽환/신비로운 곡_,"처음들어도좋은곡들,몽환,신비,OST,사극,감성,슬픈,동양적인,드라마,아련한",,
3014,발라드 여왕 거미 노래 모음,"발라드,거미,감성,휴식,여행,드라이브",,
3015,2015년 ~ 2020년 상반기 드라마 OST 모음,"드라마,Drama,OST,dramaost,드라마ost,드라마ost곡,추억,감성,일상",,
3016,트롯계의 히어로! 임영웅 노래 모음,"트로트,기분전환,잔잔한,드라이브,봄,감성,사랑,미스터트롯,임영웅",,
3017,음악다방에서 흘러나오던 1970년대 감성팝,"올드팝,추억,Pop,1960_70,에센셜,아날로그,명곡,낭만,감성,라디오",,
3018,해질녁 푸른 바다가 보이는 곳에서 듣고 싶은 음악 #2,"감성,노을,팝,일렉,기분전환,밤,매장음악,드라이브,저녁",,
3019,"다채로운 이들의 총집합, 매직스트로베리 사운드","인디,매직스트로베리사운드,가요,인디레이블,밤새벽,드라이브,감성,차분한,여행산책",,
3020,깊은 잠을 위한 수면음악,"수면,힐링,명상,잔잔한,감미로운,새벽,감성,잠,휴식,클래식",,
3021,2010년대 발라드 히트곡 100,"2010년대,발라드,추억,명곡,인기,노래방,감성",,
3022,"애절한 멜로디, 작곡가 신재홍 작품전","발라드,작곡가,1990,가요,회상,1990년대,가창력,감동,추억,감성",,
3023,아날로그 감성의 1990년대 발라드,"1990년대,발라드,아날로그,감성,추억,회상,명곡,힐링,그리움",,
3024,일본만의 감성이 담긴 명곡,"명곡,사랑,감성,일본,취향저격,락,밴드,발라드,감성자극,애니메이션",,
3025,"Groove 타게 만드는 Lo-fi hiphop , R&B","그루브,드라이브,트렌디,분위기,RnB,HipHop,겨울,Lofi,groove,감성",,
3026,폴라로이드 사진첩에 간직하고 싶은 하이틴 로맨스 ep.4,"하이틴,감성,청춘,사랑,미드,기억조작,드라이브,기분전환,기분좋은,Pop",,
3027,메말랐던 감성을 자극할 어쿠스틱 알앤비,"어쿠스틱,알앤비,감성,감미로운,부드러운,소울,귀르가즘,꿀보이스,음색깡패,명곡",,
3028,좋아서 쓰러지는 빈티지한 감성 팝,"감성,새벽,팝,매장음악,드라이브,기분전환,분위기,편집숍,빈티지한",,
3029,갬성폭팔 분위기 끝판왕 내 최애 팝송,"분위기,팝송,카페,카페음악,드라이브,기분전환,휴식,감성",,
3030,ENFP 플레이리스트 (❁ᴗ͈ˬᴗ͈)⁾⁾ ✧ ,"mbti,ENFP,엔프피,감성,신나는,아이돌,최고,댄스",,
3031,잠못드는 밤의 끝에 자장가처럼 이노래를 들어줘(수시업뎃),"가을,감성,무더위,불면,잔잔한,인디,비오는날,밤,새벽",,
3032,가을하늘 바리보며 커피한잔 마실때 듣고싶은 어쿠스틱 인디음악들,"어쿠스틱,인디,가을,행복,잔잔한,감성,커피,카페뮤직,까페에서",,
3033,J-pop 인기 아티스트 곡 모음,"JPOP,일본,트렌디,기분전환,휴식,잔잔한,감성,신나는",,
3034,"한동안 잠잠했던 내 감성을 끄집어 내고있어, 가사에 공감하는 인디음악","감성,인디,밤,겨울밤,가사로듣는,감성노래",,
3035,감미로운 보컬 음색!! 다시 듣는 허각 명곡,"허각,발라드,사랑,이별,슬픔,감성,기분전환,잔잔한,밤,붸붸",,
3036,나만 알고 싶어!! 알앤비 숨은 고수들 모음,"알앤비,숨은고수,꿀성대,그루브,감성,나만알고싶은,인디,센치,밤,새벽",,
3037,추억과 힐링이 되는 포크 필청곡,"어쿠스틱,힐링,포크,명곡,추억,회상,감성,팝,미국",,
3038,[송블리]트로트계 여왕 송가인 노래모음,"송가인,트로트,미스트롯,신나는,기분전환,여행,휴식,가을,잔잔한,감성",,
3039,⭐밤에 들으면 감성 지리는 원슈타인 노래모음⭐,"감성,원슈타인,노래모음,밤",,
3040,밤에 홀로 분위기 잡으며 듣는 R&B OST,"OST,알앤비,봄밤,비오는날,적적할,저녁,감성,퇴근길,버스,여름밤",,
3041,이미 지칠 대로 지친 그대에게,"밤,새벽,힘든,지친,위로,혼자,감성,분위기,가을,힐링",,
3042,따스한 생기를 불어넣는 편곡가 강화성,"강화성,편곡,작곡가,음악감독,명곡,발라드,신스,감성,따뜻한,힐링",,
3043,데이식스 띵곡 집합소,"데이식스,노래추천,노래,JYP,밴드,감성,신나는,명곡_집합소",,
3044,힘들고 지쳤을 때 공감과 위로가 되는 말들,"위로,공감,격려,감성,지칠때",,
3045,래퍼들의 진중한 사랑 이야기,"힙합,사랑,국내힙합,이별,감성,연애,외로움",,
3046,여름맞이 엠티 필수곡 90년대 댄스곡 모음,"댄스,90년대,드라이브,엠티,여름,여행,신나는,감성,Music",,
3047,도입부부터 매력적인 인디곡들,"인디,감성,기타,공부,주말",,
3048,추적추적 비오는 날에 듣고싶은 노래,"비오는날,감성,듣기좋은,힐링,차분한,포근한,휴식",,
3049,"설렘을 넘어선 뜨거운 느낌, 여름 발라드","발라드,여름,더위,여름밤,시원한,설레는,감성,힐링,열대야,휴식",,
3050,#9 내가 사랑했던 “너가 보고싶을 때” 듣는 PL,"우울,기분전환,휴식,인디,생각,밤,감성",,
3051,서늘한 새벽 네시를 닮은 인디음악,"인디,새벽,우울,감성,몽환,퇴근,잠들기전,휴식,슬픔",,
3052,･*:발라드⭐️댄스 하루종일 플레이 리스트/카페/매장음악*:.｡,"발라드,댄스,사랑,잔잔한,신나는,감성,휴식,드라이브,매장음악,카페",,
3053,남녀노소 다 좋아하는 트렌디 POP,"팝,트렌디,Electonica,그루브,Pop,감성,휴식,POP_,알앤비,매장음악",,
3054,명반 산책 - 00년대 가요 발라드 Title 곡,"명반,가요,발라드,00년대,추억,감성",,
3055,서정적인 아이돌 발라드 Playlist,"발라드,감성,아이돌,애절한,잔잔한,케이팝,사랑,이별",,
3056,"공허한 밤, 내 방 채운 어쿠스틱 사운드","포크,2000년대,슬픔,블루스,감성,눈물,슬픈,잔잔한,방콕",,
3057,나 혼자 떠나기 아쉬운 90년대생의 추억여행,"추억,90년대생,휴식,감성,옛날노래,여행,개인취향,기분전환,공감,멍하니",,
3058,여운을 남기는 국내 영화 사운드 트랙,"OST,국내영화,잔잔한,감성,감동,휴식,사운드트랙,연주곡",,
3059,왜 안 뜨는지 모르겠는 백아 홍보 플리,"백아,인디곡,인디,감성,떡상기원",,
3060,"• 나만듣고싶은 잔잔갬.,~","인디,감성,잔잔한,밤,새벽,혼자,잠들기전",,
3061,비 와서 좋은데 거기에 선선한 바람까지 부는 날 듣는 ᴘʟᴀʏʟɪsᴛ,"비,감성,바람,선선,힐링,휴식,기분좋아지는,잔잔한,여행",,
3062,기분 좋은 밤 산책을 위한 적당한 텐션의 Music 2,"느낌있는,이어폰,분위기,매력적인,기분전환,퇴근길,저녁,산책,감성,Pop",,
3063,드라이브에 딱 좋은 상큼 상쾌한 최신 일본노래(j pop),"일본노래,일본노래추천,제이팝,JPOP,드라이브,청량,여행,감성",,
3064,언제 들어도 좋은 베스트 피아노 연주곡,"카페,감성,휴식,힐링,뉴에이지,피아노,연주곡,매장되다,여름방학,잔잔한",,
3065,드라마 OST.. 너무 좋잖아!!,"OST,드라마,이별,사랑,밤,여유,추억,회상,발라드,감성",,
3066,나 홀로 집에서 즐기는 집돌이의 스테이케이션 BGM <행복한 고독>,"집에서,여유,집콕,기분전환,감성,휴식,티타임,잔잔한,커피,Infj",,
3067,밤바다 바라보며 듣고싶은 노래,"밤바다,힐링,바다,밤,감성,새벽,위로",,
3068,"역시 ""MSG워너비~""[탑백귀발동~] °놀면머하니/인기/카페발라드°","기분전환,노동요,놀면뭐하니,감성,드라이브,매장음악,매장,카페,발라드,휴식",,
3069,사랑하는 사람과 여행을 간다면,"힐링,여행,사랑,연애,감성,편안한,잔잔한,드라이브,팝,Pop",,
3070,새벽에 누워서 아무 생각 없이 듣고 싶을 때,"감성,휴식,잔잔한,봄,발라드,가사,한강,카페,카페음악,매장음악",,
3071,나랑 같이 밤바다 보러갈래?,"밤바다,기분전환,감성,새벽,몽환,인디,재즈힙합,뉴에이지,드라이브",,
3072,[2/20]★요즘 대세! 따뜻한 감성을 책임지는 빈티지풍 락 20곡,"빈티지,락,잔나비,편안한,휴식,새벽,퇴근,감성,잔잔한,인디",,
3073,"신선하고 자극적인, addictive Rock!!","Rock,Pop,중독,인더스트리얼,락,록,신선한,감성,드라이브,기분전환",,
3074,비가 올 때 듣기 좋은 곡 PLAYLIST,"비_오는날,감성,기분,비,차분한",,
3075,감성을 잔잔히 적시는 감각적인 POP,"새벽감성,감각적인,황홀,감성,새벽,새벽감성팝송,잔잔한",,
3076,[ᴛᴀᴘᴇ.ᴘ 테잎삐] 감성힙합 플레이리스트ᩚ #1,"드라이브,힙합,감성,테잎삐,테이삐,트렌디,Hip_Hop,기분전환,인디,알앤비",,
3077,밤에 듣기 좋은 Sentimental Pop/Rock vol.17,"밤,산책,기분전환,록,힐링,휴식,감성,잔잔한,Pop",,
3078,감성랜드 3. 나도 모르게 감성바다에 잠기다. 감성팝&Him,"팝,어쿠스틱,장마,카페,잔잔한,감성,기분전환,드라이브,Pop,비오는날",,
3079,2020 빌보드 핫 100 차트 완전히 점령했던 베스트 팝송,"팝송,빌보드Hot100,띵곡,감성,신나는,2020,휴식,기분전환",,
3080,아이유 리메이크 VS 원곡 (비교하면서 감상하기),"아이유,리메이크,갓이유,옛날갬성,응답하라1988,인디,회상,휴식,잔잔한,감성",,
3081,집콕하면서도 감성과 분위기는 지키자,"집콕,감성,분위기_있는,니유",,
3082,감성충만 일본 애니메이션 OST 연주곡 Collection!,"일본애니메이션,일본애니메이션ost,감성,연주곡,OST,영화음악,카페음악,매장음악",,
3083,"남가수, 감성 발라드 노래방 선곡이 어려울때","감성,감성발라드,장마,잔잔한,발라드,이별,사랑,슬픔,노래방",,
3084,명탐정 코난 오프닝 모음 (한국판/멜론 공개곡 기준),"기분전환,명탐정코난,사랑,휴식,신나는,JPOP,애니메이션,감성,잔잔한",,
3085,노래추천하기4,"음악추천,감성감성,노래추천",,
3086,"센치한 밤, 혼자 드라이브하며 듣는 플레이리스트","새벽,드라이브,야경,센치,혼자,새벽감성,공허함,감성,쌀쌀한,세련",,
3087,감성 울릴 인디음악 모음,"감성,인디,이별,추억",,
3088,"비 오는 날, 창 밖을 바라보며 듣는 Pop OST 명곡","비,OST,비오는날,장마,잠들기전,감성,적적,잔잔한,추억,여름",,
3089,공부할 때 듣는 잔잔한 케이팝 플레이리스트,"공부,잔잔한,공부할때,새벽,발라드,케이팝,감성,겨울,휴식,집중",,
3090,여름밤 분위기를 위한 선곡,"여름밤,분위기,청량,여름,여행,열대야,감성,한강,맥주,루프탑",,
3091,중화권 영화 OST 플레이리스트,"OST,영화,중국,대만,홍콩,중화권,동양풍,추억의,감성감성,영웅본색",,
3092,"황혼에서 새벽 감성, 세상이 날 미워하는 것 같아 속상하고 우울할 때..","새벽,감성,잔잔한,우울,혼자,무기력,해외,외로움,분위기_미친,힘들때",,
3093,"담백한 여백, 인디 포크 싱어송라이터들","인디,싱어송라이터,2010,가요,힐링,여유,포크,Folk,indie,감성",,
3094,혼자 듣기 아까운 80년대 숨은 명곡들,"발라드,1980년대,감성,슬픈,히든,힐링송,차분한,잔잔한,까페,명곡",,
3095,"사랑을 사랑이라 부르지 말자, 우리.","이별,사랑,인디,인디음악,새벽,새벽감성,이별노래,감성힙합,발라드,감성",,
3096,"우울, 퇴폐, 웅장하면서 조직물에 나올 것 같은 노래들","우울,웅장한,웅장함,아련,뉴에이지,감성,쓸쓸한,잔잔한,슬픔,비오는날",,
3097,| 카페에서' 들으려고 모아두는 곡 list. 1| :수정:,"카페,카페음악,감성,cafe",,
3098,꿈속에서는 울지 말아요 (새벽 인디 모음),"감성,새벽,인디,퇴근후,밤",,
3099,Summer Night with Smooth Jazz,"여름밤,재즈,부드러운,감성,분위기,혼술,잔잔한,듣기좋은,몽글몽글,말캉말캉",,
3100,새벽에 아무 생각없이 듣는 잔잔한 인디노래,"새벽,감성,인디,우울,잔잔한,휴식,기분전환,밤,저녁",,
3101,추억이 새록새록! 90s 제이팝 띵곡,"JPOP,명곡,추억,회상,향수,감성,1990년대,일본음악,힐링",,
3102,센치한 새벽 감성을 톡 건드린 알앤비,"알앤비,새벽,해외알앤비소울,컨템포러리RNB,감성,센치한,잔잔한,휴식,분위기,음색",,
3103,"시원한 여름 밤에 산책하면서 듣기 좋은, 감성적인 노래","여름,감성,잔잔한,밤,산책,청량,저녁,새벽",,
3104,"혼자만 하는 외로운 ""짝사랑""을 하는 그대에게","짝사랑,사랑,감성,기분전환,잔잔한,힐링,눈물",,
3105,"선선한 밤 공기, 정처없이 걸으면서 듣기 좋은 음악 리스트","저녁,산책,밤,감성,Chillout,기분전환,락,인디,팝",,
3106,신비스러우면서 몽환스럽고 퇴폐적이며 분위기 있고 센치한 미친 띵곡 팝송들,"몽환스럽고,퇴폐적인,분위기,센치,팝,기분전환,밤,감성,신비로움",,
3107,민혁 방.한 플레이리스트,"몬스타엑스,민혁,몬엑,몬스타엑스추천,민혁추천,감성,잔잔한,커버곡,휴식",,
3108,[ 퓨처 베이스 ] 몽환적인 모짜렐라 인더 베이스,"퓨처베이스,퓨베,일렉트로니카,감성,몽환,픆베",,
3109,누군가에게 사랑받고 행복해지고 싶어하는 이들을 위하여,"감성,위로,케이팝,행복,잔잔한,발라드",,
3110,몽글몽글한 여름밤에 듣는 노래,"센치,여름밤,팝,Pop,감성,노을,보라빛,잔잔한,휴식,힐링",,
3111,잔잔하게 감성돋는 일렉 ;D Ver.1,"감성,기분전환,EDM,프로그레시브,잔잔한,일렉,갬성,나만알고싶은,개취,취향저격",,
3112,햇살 좋은 날~ 카페 테라스에서 즐기는 감성 뉴에이지 모음,"카페,뉴에이지,햇살,테라스,감성,봄,연주곡,피아노,매장음악,배경음악",,
3113,무드등만 켜고 침대에 누워서 듣는 감각적인 트렌디 Music,"분위기,밤,취침전,감성,누워서듣는노래,휴식,잔잔한,힐링",,
3114,떼창들으면 갑자기 울컥하는 아이돌 곡들,"감성,아이돌,콘서트,떼창,추억,눈물,아티스트,발라드,아이돌의숨은명곡돌",,
3115,생각이 너무많을때 진정시켜주는 Dope 한 힙합,"퇴근,사색,생각이많을때,힙합,새벽,감성,생각",,
3116,힐링이 필요할 때 듣는 산뜻한 재즈 멜로디,"힐링이필요할때,재즈,가을감성,저녁,노을,퇴근길,감성,쌀쌀한,힐링,기분전환",,
3117,자기 전 듣기 좋은 팝송,"자기전,팝송,분위기좋은팝송,잠잘때듣기좋은곡,감성",,
3118,잔잔한 피아노 선율의 감성저격 POP,"피아노,팝,잔잔한,밤,감성,어쿠스틱,휴식,힐링,카페",,
3119,밤마다 그리운 사람이 있다면... 인디 플레이리스트,"밤,그리워,새벽,인디,감성,잔잔한,외로움,혼자,추억,자장가",,
3120,센치한 날 나 혼자 듣기 좋은 몽환적인 노래,"새벽감성,센치한,몽환,감성,몽환적,새벽,밤,우울할때듣는음악,비올때듣는음악,새벽에듣는음악",,
3121,한요한 감성 사랑노래.[한요한playlist],"한요한,감성힙합,감성,힙합",,
3122,In the peace,"감성,잔잔한",,
3123,비가 올 때 듣는 플레이리스트,"비,장마,인디,띵곡,감성,우울",,
3124,카페에서 나오는 노래 (계속 업뎃),"카페,주말,감성,무드,카페노래,감각적인",,
3125,감성적인 기타 연주곡,"감성,기타연주곡,밤,새벽",,
3126,"여름밤, 가사가 좋아 다시듣게되는 감미로운 감성노래.","여름밤,가사,감미로운,드라이브,카페,감성,휴일,매장음악",,
3127,감성힙합 I 나만 알기 아까운 Playlist,"감성,감성힙합,추천,밤,사랑,분위기,잔잔한,힙합",,
3128,가슴이 웅장해지는 재즈 입문용 음악,"재즈,Jazz,웅장한,활기찬,오케스트라,보사노바,감성,띵노래,추억,카페",,
3129,생각이 많아 힘들고 지칠때 위로가 되기도 하는 노래,"힘내요,인디,위로,인생,감성",,
3130,잔잔한 감성이 가득한 브이로그 배경음악,"감성,브이로그,배경음악,잔잔한",,
3131,"힙스터들의 필청트랙, 세련되고 몽환적인 PBR&B","알앤비,매장,힙스터,감성,새벽",,
3132,1...,"RnB,감성힙합,감성,트렌디,힙합,신곡,유니크,1",,
3133,"노을 지는 시간, 감성에 젖는 시간 POP모음","감성,센치,노을지는,분위기",,
3134,힘겨웠던 하루를 마무리하며,"휴식,감성,우울,위로,이별,기분전환,드라이브,인디",,
3135,오늘은 뭘 듣지? 인디 음악 강추! (수시 업데이트),"인디,인디음악,인디뮤직,카페,매장,감성,분위기,드라이브,휴식",,
3136,브이로그에 나올 법한 감성적인 BGM,"감성,브이로그,bgm,잔잔한,휴식,외출,공부,집중,로파이,lo_fi",,
3137,"열심히 살고 있는데, 왜 자꾸 눈물이 나지 vol.2","잔잔한,위로,감성,발라드,힐링,우울,센치,인디,슬픔,sweetmind",,
3138,청소 집안일 빨래 다 해결하는 플레이리스트,"청소,신나는,감성,팝,팝송,집안일",,
3139,언제나 익숙한 멜로디~ 다시 듣는 아이유 명곡,"아이유,발라드,사랑,이별,슬픔,감성,기분전환,잔잔한,밤,붸붸",,
3140,때껄룩 내 취향,"때껄룩,잔잔한,감성,드라이브,신나는",,
3141,무더운 여름밤 도시를 드라이브하며 듣고 싶은 시티팝,"시티팝,드라이브,레트로,감성,펑크,그루브,디스코,일본",,
3142,이젠 안녕. 이별 후 새벽 침대 위 Playlist,"발라드,애절한,이별,감성,그리움,잔잔한,ballad,슬픈,헤어짐,새벽",,
3143,아이유 추천곡,"아이유,감성,노래",,
3144,감성 잡으며 작업이나 공부할때 집중하기 좋은 노래 / 팝송 / 인디,"감성,작업,공부,집중,팝,인디,잔잔한,휴식,기분전환,분위기",,
3145,*몽환 도시에서 사는 새벽친구*•.*,"몽환한,매장음악,카페,드라이브,감성,휴식,팝,Pop,moody,새벽",,
3146,나를 생각에 잠기게 만드는 OST,"비오는날,OST,감성,잔잔한,카페,비,슬픈,가을,겨울",,
3147,70.80추억터진다,"휴식,감성,잔잔한,기분전환,7080,가요",,
3148,90년대 추억공유!(랜덤재생),"1990년대,2000년대,추억,감성,기분전환,랜덤재생,필수,통DJ",,
3149,"""좋아해""를 길게 풀어쓴다면..? 감성적인 국힙 사랑 노래 [랩/힙합]","사랑,국내힙합,힙합,설렘,감성,연애,고백,사랑노래",,
3150,풀내음을 머금은 나의 감정이 쏟아내듯이 젖어오네요,"비오는날,듣기좋은노래,감성,기분전환,잔잔한",,
3151,내가 만든 2021 GMF,"페스티벌,매장음악,신나는,인디,기분전환,휴식,봄,감성,여행,공부",,
3152,"비오는 날, 센치한 분위기를 만들어주는 감성힙합","비오는날,감성힙합,감성,힙합,장마,비_오는_날,비",,
3153,서정적/자전적인 가사가 일품인 한국힙합,"쇼미더머니,힙합,국내힙합,가을,감성,서정적인,감성적인,명곡,가사,랩",,
3154,"외로운 새벽, 감성을 자극하는 팝송 모음","감성,팝송,새벽,모음,오늘도,수고했어요,힘내요",,
3155,캠핑가서 내가 듣고 싶은 노래,"캠핑,감성,내가좋아하는노래",,
3156,"위로받고 싶은 날, 듣고 싶은 노래:)","위로,슬픈날,감성,기분전환,명곡들,띵곡만,발라드,슬픈노래,갬성갬성",,
3157,지금은 트로트 전성시대! 내일은 미스트롯2 노래모음,"트로트,드라이브,기분전환,미스트롯,신나는,감성,잔잔한,사랑,여행",,
3158,제목도 모르지만 그냥 흥얼거려지는 추억의 팝송,"추억,팝,팝송,올드팝,빈티지,소울,감성,Pop,popmusic,soul",,
3159,ENFP도 가끔씩 슬퍼,"ENFP,감성,mbti,우울,잔잔한,휴식,새벽,벅차오르는,슬픔,Lullaby",,
3160,울적할 때 공감이 되는 가사의 노래,"발라드,그리움,1990년대,슬픔,가사,감성,추억,이별,우울,공감",,
3161,비 오는 런던거리를 닮은 gloomy mood songs,"비오는날,우울한,Gloomy,센치,감성,아련한,외로운,고독함,팝송,감성팝송",,
3162,[국내] 블링블링 ‘보석’들과 몽환속으로~ Slowly*,"국내,드라이브,감성,휴식,몽환적,잔잔한,새벽,새벽의,카페,groove",,
3163,사랑하는 사람과 함께 듣고 싶은 노래,"사랑,겨울,데이트,달달한노래,감성,잔잔한,발라드,분위기,드라이브",,
3164,당신의 아침을 특별하게 만들어줄 Morning Coffee Songs,"모닝커피,잔잔한,아침,출근길,굿모닝,커피,겨울,따뜻한,감성,매장음악",,
3165,90년도 2000년도 그때 그시절 노래모음,"2000년대,90년대,감성,명곡,옛날음악,추억,싸이감성,가을,싸이월드,싸이월드BGM",,
3166,감각적인 그루브 위 감성적인 멜로디,"감각적,몽환적,비트,그루브,감성,음색,팝송",,
3167,국내 감성 발라드 명곡 종결,"이별,발라드,감성,슬픔,짝사랑,사랑,감성발라드,슬픈노래,이별노래,명곡",,
3168,음색깡패 -크러쉬 Crush- 노래 모음,"크러쉬,음색깡패,알앤비,칠_Chill,감각적인,트렌디함,감성",,
3169,DPR LIVE 사랑노래(#최신앨범 포함),"DPRLIVE,힙합,감성,혼자,드라이브,공감,트랜디하게,사랑,이별,새벽",,
3170,최신 트렌디 • 국내힙합/ 알앤비 • PLAYLIST | 7월 2021,"국내힙합,알앤비,감성,최신,힙합,랩,신곡,잔잔한,국힙,추천",,
3171,"힙합 Tall 사이즈에, 재즈 시럽 추가요-8th","Lofi,재즈힙합,감성,브이로그,분위기,영감,센치,작업,공부,sweetmind",,
3172,미친듯이 울고싶은 이별노래,"이별,슬픔,발라드,감성,새벽,눈물,헤어짐,그리움",,
3173,초록빛 여름과 어울리는 농도 짙은 노래들 #오늘일기 (From. 김제형),"여름,일상,오늘일기,서울뮤직,김제형,노을,힐링,감성",,
3174,"선선한 바람+노을의 조합에서 듣고픈, 나른한 POP","노을,나른한,팝,선선한바람,잔잔한,힐링,감성,분위기,한강,여름",,
3175,주사장 플레이 리스트!,"트위치,주다사,주사장,갬성,외힙,트렌디,둠칫둠칫",,
3176,서로 손에 조금 모자란 맥주를 부딪히면서,"감성,emo,새벽,알앤비",,
3177,"비 오는 날, 쓸쓸한 기타 선율이 젖어든 감성 보컬에 빠지다","비오는날,기타,포크,어쿠스틱,이별,그리움,감성,잔잔한,인디,장마",,
3178,90년대 한국드라마 OST,"드라마,90년대,감성,OST,추억,기분전환",,
3179,운전할때 듣는노래,"드라이브,운전할때,감성,여행",,
3180,난 네가 항상 그리워 너를 보고있는 이 순간도,"아련한,노래,감성,인디,셔플재생",,
3181,자랑스러운 국내 여성 재즈 보컬리스트!,"재즈,재즈보컬,Jazz,국내재즈,기분전환,휴식,힐링,밤,감성,카페",,
3182,실수로 내 젊은 날을 쏟아버렸다,"알앤비,트렌디,감성,분위기,일상,한강,센치,새벽,음색,sweetmind",,
3183,">>내가 들으려고 만든 인디,알앤비<<","인디,알앤비,알앤비소울,잔잔한,감미로운,인디음악,감성,발라드,인디맛집,알앤비맛집",,
3184,새가 짹짹대며 지저귀고 햇살이 따뜻하게 비추는 아침에 듣기 좋은 노래들❣,"아침,감성,기분전환,휴식,새들도,햇님도,등교,출근",,
3185,인생곡-스페인노래,"에너지충전,감성,흥,비타민,정열,스페인,남미",,
3186,함께라서 더 좋은 듀엣곡❤,"사랑,기분전환,봄,여름,잔잔한,새벽감성,감성,발라드,새벽,달달",,
3187,감성디바 백지영 다비치 홍자 세상을 노래로 비추다,"백지영,다비치,홍자,발라드,성인가요,감성,사랑,이별,슬픔,기분전환",,
3188,인간관계에 지친 당신에게 알려주고 싶은 Music,"스트레스,잔잔한,인간관계,감성,산책,회사,힘든하루,퇴근길,버스,Infj",,
3189,마음을 안정시켜주는 조용하고 잔잔한 클래식,"클래식,카페,조용한,잔잔한,집중,감성,책,공부",,
3190,토닥토닥 위로가 필요할 때,"토닥토닥,위로,울고싶을때,눈물,인디,어쿠스틱,indie,감성,인디음악,새벽감성",,
3191,새벽감성 자극하는 잔잔하고 분위기 있는 팝송,"힐링,Pop,잔잔한,새벽,따뜻한,휴식,감성,팝송,명곡,popmusic",,
3192,검정치마 EVERYTHING 느낌 나는 곡들,"인디,새벽,사랑,검정치마,Everything,감성,이별,잔잔한",,
3193,혼자 여행 떠날 때 들으려고 모아둔 마음이 편안해지는 어쿠스틱 팝,"편안한,팝,어쿠스틱,새벽감성,감성,카페,휴식,잔잔한,여행,드라이브",,
3194,귀르가즘 유발! 저녁을 수놓는 R&B,"알앤비,저녁,해외알앤비소울,컨템포러리RNB,음색,달달한,감성,취향저격,꿀음색",,
3195,첼로 뉴에이지 연주 음악,"첼로,뉴에이지,감성,새벽,힐링,평안,외로움,설렘,cello,bgm",,
3196,1990년대 ~ 2010년대 인기 가요,"감성,기분전환,드라이브",,
3197,그 시절을 추억하며 듣는 싸이월드 BGM,"추억,싸이월드,옛날노래,아련,신나는,감성,bgm",,
3198,옛 추억속으로! 7080노래 모음,"7080,추억,옛날노래,감성",,
3199,섹시한 음색깡패들의 끈적한 노래들,"음색깡패,끈적한,음소거,러브송,꿀성대,트렌디,기분전환,사랑,일상,감성",,
3200,하루를 마감하며 편안히 듣는 보컬 재즈,"하루,재즈,심야,잔잔한,편안한,휴식,감성,밤,힐링,분위기",,
3201,비 올 때 실내에서 뽀송하게 듣는 감성인디3,"비,감성,비오는날,인디,잔잔한,따듯한",,
3202,edm이 이렇게 매력적인거였어? part12. 분위기에 감성까지,"EDM,감성,보컬,스트레스,새벽,드라이브,여행,기분전환,일렉,팝",,
3203,여성미 물씬 느껴지는 세기말 감성 여자 발라드,"여자발라드,싸이월드,여자노래,세기말,잔잔한,여성스러운,90년대,여자그룹,감성,추억노래",,
3204,카페나 매장에서 듣는 잔잔하고 포근한음악,"감성,차분한,커피숍,나른,산책,바람,독서,공부,생각,자장가",,
3205,청아한 목소리의 주인공!! 다시 듣는 벤 명곡,"벤,발라드,사랑,이별,슬픔,감성,기분전환,잔잔한,밤,붸붸",,
3206,"금쪽같은 휴일, 혼자만의 시간을 방해하지 말아요 (2)","휴식,휴일,잔잔한,감성,오후,주말,편안한,나른한",,
3207,아침햇살 맞듯이 기분좋은 하루를 만들어주는 플레이리스트,"아침,기분전환,여행,감성,신나는,드라이브,휴식,밝은,행복한",,
3208,"비오는 날, 장마철, 듣기 좋은 팝송","비오는날,장마,빗소리,감성,팝송,비,팝송추천,잔잔,장마철",,
3209,마음을 울리는 서정적인 가사와 부드러운 멜로디가 어우러진 감성 pop,"서정적인,가사,부드러운,멜로디,잔잔한,감성,Pop,기분전환,휴식",,
3210,설렘달달 인디음악,"설렘,달달,인디,인디음악,기분전환,어쿠스틱,감성,봄",,
3211,기분좋게 멍때리게되는 센스만점 꿀감성 귀호강 song,"힙한,감성,그루브,하루시작,기분전환,드라이브,여행,꿀보이스,귀호강,Pop",,
3212,"85~95년생 싸이월드, 하두리캠, 얼짱, 2g폰시절 2000년대노래방곡","싸이월드,2000,추억,90년대,감성,엠넷,아이돌1세대,빈티지,85년생,90s",,
3213,저녁하늘 보면서 들으면 좋은 노래들 :),"잔잔한,조용한,한국노래,발라드,감성,저녁에듣기좋은노래",,
3214,싸이월드감성BGM내가듣던그노래 그사람이듣던그노래추억소환!노래방애창곡,"추억,배경음악,명곡,발라드,설램,미니홈피,싸이월드,노래방,bgm,감성",,
3215,[91분] 따스하고 차분한 분위기를 만들어주는 가사 없는 재즈 모음,"가사없는음악,재즈,차분한,감성,잔잔한,매장음악best,가사없는재즈,작업할때",,
3216,모든 곳이 무대! 비긴어게인 오픈마이크 버스킹 곡,"비긴어게인오픈마이크,명곡,비긴어게인,버스킹,원곡,감성",,
