PLAYLIST_NO,PLAYLIST_NAME,SONG_TAG,USER_ID,USER_NO
0,선베드에 누워서 파도소리와 함께,"해외,여름,휴양지/해변,바다,쉬는시간,여유로운,주말/휴일,나른해지는",,
1,무너질 마음에 기대곤 해,"국내,인디,감성적인,비/흐림,장마,인디락,국내,인디,락",,
2,부슬부슬 비 내리는 오후의 플레이리스트,"국내외,비/흐림,장마,오후,여유로운,주말/휴일",,
3,기억 속 여름밤 루프탑은 이런 느낌,"해외,팝송,해외,팝,루프탑,여름밤,와인,맥주,선선한,여름,밤/새벽",,
4,올여름은 내가 제일 행복해야지,"국내,알앤비,방콕러,여름,그루브한,방안에서,코로나/재택근무",,
5,시원청량한 트로피컬 하우스 원샷 드링킹:),"해외,일렉트로닉,여름,신나는,트로피컬,일렉트로닉팝,드라이브,휴양지/해변,휴가,시원한,청량한,상쾌한,바다,팝송,해외,팝",,
6,첫 곡 듣자마자 분위기 초여름,"국내외,초여름,산뜻한,화창한,날,여름",,
7,카페와 펍 그 사이,"국내,인디,힙합,그루브한,감성힙합,국내,인디,국내,랩/힙합",,
8,가든을 날으는 검정 나비를 좋아하시나요?,"국내,인디,감성적인,밤/새벽,국내,인디",,
9,세상은 나를 중심으로 돌아가지,"국내외,자신감,여성보컬,여성래퍼,지치고,힘들때,응원,취준/수험생,당당한",,
10,이런 재질의 보컬 사운드는 못 참지!,"국내,인디,감성적인,목소리/음색,국내,인디",,
11,컴백! 존 메이어 필청트랙 #CD이벤트,"해외,아티스트,존,메이어,John,Mayer,미국",,
12,퍼피레드 하고 싶다 님의 미니파크 (1/30),"국내외,추억/회상,2000년대,8090세대,Y세대,밀레니얼세대",,
13,세포까지 얼어 붙는 공포 트랙,"국내외,이색테마,공포/호러,긴장감,할로윈,할로윈데이,무서운",,
14,뻔한 건 가라!!! 여성 래퍼 열전 18탄!!,"해외,힙합,여성래퍼,래퍼,여성보컬,그루브한,해외,랩/힙합",,
15,주기적 힙-합 듣기,"해외,힙합,강한,비트,그루브한,스트레스/짜증,해외,랩/힙합",,
16,고막에 네온사인 비춰줄 음색들,"국내,인디,알앤비,힙합,그루브한,목소리/음색,국내,인디,국내,랩/힙합",,
17,나만 알고 싶은 숨겨진 노래,"국내,인디,나만알고싶은,국내,인디",,
18,"행복한 땐스왕 : Dance, Dance, Dancer","국내외,신나는,경쾌한,기분전환,내적댄스",,
19,밥 먹고 커피 한잔할래?,"해외,팝송,해외,팝,썸,탈때,드라이브,데이트,연애",,
20,꿈같은 노래와 설레이는 저녁,"해외,팝송,해외,팝,저녁,데이트,저녁산책,기분전환,드라이브",,
21,"선선한 바람과 함께, 여름밤의 가곡 모음","국내외,가곡,성악,클래식한,여름밤",,
22,여름이다~ 여름노래 다 모여~ #2,"국내외,여름,신나는",,
23,지나간걸 우짜겠노? 이자뿌야지,"해외,싱숭생숭",,
24,2021년 여름 베스트 댄스 믹스,"해외,일렉트로닉,여름,EDM,클럽/파티,신나는,드라이브,일렉트로닉팝,편집숍/매장,술집/펍",,
25,"뜨거운 여름날, sunset & beer","해외,팝송,여름,노을,감각적인,힙스터,여름밤,맥주,혼술혼밥,작업실,밤샘작업,저녁,밤/새벽,해외,팝",,
26,세상은 나를 중심으로 돌아 forever,"해외,팝송,해외,팝,일상,기분전환,데일리,팝,등교/출근길",,
27,여름 여행 드라이브 필청! 청량한 음악 #4,"국내,가요,아이돌,KPOP,여름,신나는,경쾌한,산책/여행,드라이브,바다,청량한,트로피컬,제습송,시원한",,
28,재택근무 하면서 듣는 Chill House 3,"해외,일렉트로닉,하우스,코로나/재택근무,칠하우스,쉬는시간,세부장르,방콕러,감성일렉,작업실",,
29,피크닉이 생각나는 햇살 좋은 날,"해외,팝송,해외,팝,화창한,날,등교/출근길,출근/퇴근길,데일리,팝,기분전환,일상,산책/여행",,
30,여름밤에도 채도 낮은 감성이 필요하니까,"국내,인디,여름밤,감성적인,여름,밤/새벽,멍때릴때,국내,인디",,
31,기억 조작되는 하이틴 BGM,"해외,팝송,해외,팝,하이틴,주인공,기억조작,10대,신나는,경쾌한",,
32,딥하우스에 진심인 편,"해외,일렉트로닉,딥하우스,하우스,작업실",,
33,우린 낭만이란 배를 타고 떠나갈 거야,"국내,인디,여름밤,선선한,밴드,국내,인디,드라이브,심야,드라이브,여름,밤/새벽",,
34,길거리에 울려퍼지는 트렌디하고 핫한 팝30,"해외,팝송,해외 팝, 트렌디한,술집/펍,편집숍/매장",,
35,"이 세상의 달달함 모두 모아, Duet #2","국내,인디,듀엣/피처링,피처링,달달한,남녀듀엣,국내,인디",,
36,난 더울 때 에어컨 말고 이 플리 켜.,"해외,팝송,해외,팝,여름,경쾌한",,
37,REAL 새콤달콤 과즙 팡팡,"국내외,기분전환,화창한,날,경쾌한,노래제목,이색테마,과일",,
38,한 여름에 마시는 미지근한 아메리카노,"국내,발라드,알앤비,여름,감성적인,국내,발라드",,
39,비인간적 로코! 간 떨어지는 동거 OST,"국내,영화/드라마,드라마,국내드라마,tvN,간,떨어지는,동거,OST",,
40,달달하고 감미로운 어쿠스틱 List,"국내,인디,어쿠스틱한,감성적인,달달한,국내,인디",,
41,힘든 마음을 포근하게 안아주는 클래식,"국내외,연주곡,위로,지치고,힘들때,힐링,휴식/명상",,
42,여름~ 여름해~,"국내외,여름",,
43,무더운 여름에 듣는 상쾌한 피아노 연주곡,"국내외,뉴에이지,피아노,피아노,뉴에이지,힐링,휴식/명상,쉬는시간,연주곡,피아노연주곡",,
44,오늘은 느낌적인 느낌,"국내외,비/흐림,장마,기분전환",,
45,2021 후지 록 랜선 페스티벌,"해외,일본,J-POP,J-ROCK,페스티벌,공연/페스티벌,랜선,페스티벌",,
46,우울할 땐 빠르고 신나는 노래죠!,"국내외,힙합,우울할때,그루브한,비트",,
47,자! 텐션 함 올려보자!!,"해외,팝송,해외,팝,신나는,경쾌한,출근/퇴근길,등교/출근길,기분전환,일렉트로닉팝",,
48,잔잔하게 반짝이는 여름 바다향,"국내외,여름,바다,산책/여행,쉬는시간,휴가,오후",,
49,"일상의 소소한 낙, 홈술 플레이리스트","국내,알앤비,그루브한,감성적인,맥주,밤/새벽,분위기있는",,
50,귀로 마시는 탄산수,"해외,팝송,해외,팝,신나는,경쾌한,기분전환,청량한,여름,등교/출근길",,
51,여름밤 감성 한가득 일렉 플리,"해외,일렉트로닉팝,여름밤,열대야,시원한,여름,경쾌한,드라이브,심야,드라이브,팝송,해외,팝",,
52,7월의 초록빛 풀잎들 사이로,"해외,팝송,해외,팝,잔잔한,초여름,오후,쉬는시간,힐링,여유로운,낮잠,여름",,
53,그때 우린... 하이틴에 미쳤었죠...,"해외,팝송,해외,팝,하이틴,주인공,틴팝,10대,청춘,기분전환,경쾌한",,
54,노을 빛 속 드라이브중,"국내외,저녁,드라이브,기분전환,노을",,
55,적당한 텐션의 Groove Pop #2,"해외,팝송,그루브한,하교/퇴근길,경쾌한,내적댄스,기분전환,드라이브,해외,팝",,
56,빌보드 핫100 하이라이트 (2021/7/17),"해외,팝송,해외,팝,빌보드,Hot100,차트,속,음악,해외차트",,
57,"동화 속에 들어온 듯, 몽환인디","국내,인디,몽환적인,국내,인디",,
58,시원한 밤공기와 환상궁합 드라이브곡,"해외,팝송,해외,팝,드라이브,경쾌한,밤/새벽,심야,드라이브,상쾌한,열대야,여름밤",,
59,방구석을 와인바로 만들어주는 재즈,"해외,재즈,호텔/바,분위기있는,와인,보컬재즈/재즈팝,밤/새벽,재즈보컬,휴식/명상,힐링",,
60,'사랑'이란 이름의 먹먹한 멜로디,"국내외,이별/슬픔,센치한",,
61,"가벼운 발걸음, 편안한 음악들","국내외,산책/여행,기분전환,화창한,날",,
62,집 앞 전봇대도 에펠탑으로 보이는 마법,"해외,파리,도시/지역,산책/여행",,
63,여름밤의 버스킹 : Summer Madness,"국내외,락,여름,경쾌한,하교/퇴근길",,
64,영화 속 클래식 & 클래식이 된 영화음악,"해외,영화,영화/드라마,OST,연주곡,해외영화",,
65,"여름, 촉촉하고 달콤한,","국내,가요,여름",,
66,추적추적 내리는 여름비 떠오르는 그 사람,"국내,발라드한,비/흐림,이별/슬픔,감성적인,발라드,국내,발라드",,
67,너의 소파 위에서 여름을 보냈고,"해외,팝송,해외,팝,여름,드라이브,여름밤,열대야",,
68,출근길 내적댄스 뿜뿜 신나는 여름음악,"국내,가요,신나는,여름,경쾌한,시원한,출근/퇴근길,등교/출근길",,
69,반려동물과 산책할 때 듣기 좋은 노래,"국내,이색테마,반려동물,노래제목,인디,국내,인디,산책/여행",,
70,밤하늘을 유영하듯 몽환적인 Playlist,"해외,알앤비,그루브한,밤/새벽,팝송,해외,팝,방안에서",,
71,노곤한 여름을 밑에 두고 나는 누웠어,"국내외,여름,오후,나른해지는,낮잠",,
72,집에 가는 길이 적적하지 않았으면 좋겠어,"국내외,하교/퇴근길,저녁,밤/새벽,일상,저녁산책,산책/여행",,
73,밤 11시쯤 틀어보는 섹시 feeling,"해외,팝송,해외,팝,섹시한,밤/새벽",,
74,"찬란했던 시절 속으로, 하이틴 러브송 모음","국내,인디,청춘,하이틴,국내,인디",,
75,한 여름밤 드라이브 같은 Playlist,"해외,팝송,해외,팝,여름밤,드라이브,여름,밤/새벽",,
76,"오늘 같은 날씨엔, 국내 인디 플리","국내,인디,여름,감성적인,국내,인디",,
77,같이 별 보러 갈래?,"국내외,여름밤,리드미컬한,여름,밤/새벽,경쾌한",,
78,스페인어와 영어의 적절한 콜라보 #6,"해외,스페인어,라틴팝,남미,중남미,해외,팝,팝송",,
79,장마철 남들 제습기 틀 때 난 이 노래 튼다,"해외,팝송,해외,팝,기분전환,장마,제습송,비/흐림",,
80,커피와 잘 어울리는 재즈 명곡들 [목소리X],"해외,재즈,아침,재즈연주곡,카페,홈카페,호텔/바",,
81,"윤상현의 그녀,메이비가 작사한 song list","국내,가요,작사가,메이비,노래가사",,
82,La Musique Au CinEma 영화음악 /1,"해외,영화,영화/드라마,OST,해외영화",,
83,운동할 거예요 비트 주세요!,"국내,가요,비트,운동/헬스",,
84,사심 담아 추천하는 슈퍼밴드1 경연곡!,"슈퍼밴드,JTBC,오디션,음악예능,TV/방송",,
85,청량한 음료같은 노래 한 모금,"국내,가요,청량한,여름",,
86,천주교 신자가 듣기 좋은 개신교 CCM 모음,"국내,교회,찬양,CCM,개신교",,
87,2021년 6월 밍키 추천 국내 감성인디,"국내,인디,기간별,국내,인디,기간별,최신곡,에센셜,(2021)",,
88,헤매지 말고 이거 들어봐,"해외,팝송,해외,팝,취향저격",,
89,노래방 인기곡 TOP 50 (2021년 7월),"차트,속,음악,노래방,50시리즈",,
90,비 오는 날 들으면 좋은 노래,"국내,비/흐림,장마",,
91,너는 운전만해 노래는 내가 틀테니깐,"국내,시티팝,선선한,그루브한,야경,일렉트로닉팝,복고/레트로,기분전환,드라이브,여름밤,열대야,폭염/더위",,
92,1980's 한낮의 디스코 파티,"해외,팝송,해외,팝,훵크/디스코,복고/레트로,그루브한,경쾌한,내적댄스,추억/회상",,
93,잿빛 구름만큼이나 느리게 lofi,"국내외,로파이,Lo-Fi,잔잔한,비/흐림,밤/새벽,새벽감성,저녁,멜로우,Chillax,재즈힙합",,
94,힙스러운데 감성도 들어있는..,"국내외,힙합,힙스터,그루브한,감성힙합",,
95,우리는 분위기를 사랑해 위기를 분위기로,"국내외,그루브한,분위기있는,감성적인,알앤비,작업실,밤샘작업",,
96,내 방을 느낌있는 Pub으로 만들어줄 Pop 04,"국내외,그루브한,방안에서,코로나/재택근무,저녁",,
97,부담없이 듣기 좋은 외힙 Playlist,"해외,힙합,그루브한,비트,해외,랩/힙합",,
98,UK 싱글 차트 리뷰 : 2021년 7월 15일자,"해외,팝송,해외,팝,UK차트,해외차트,차트,속,음악",,
99,더위를 날려주는 시원함 #2,"해외,일렉트로닉,기분전환,시원한,경쾌한,신나는,일렉트로닉팝,폭염/더위,여름,트로피컬,청량한,드라이브,팝송,해외,팝",,
100,분위기에 치이는 매력적인 여자 보컬,"해외,팝송,해외,팝,분위기있는,목소리/음색,여성보컬",,
101,여름을 청량하게 깨우는 하이틴 로맨스,"국내,가요,여름,청량한,경쾌한,시원한,하이틴,여름밤,휴가",,
102,남들은 흘러가는데 나는 고여있는 것 같아,"국내,인디,국내,인디,지치고,힘들때",,
103,상상에 상상을 더해서 떠나보자!!!,"국내,가요,여름,신나는,경쾌한,휴가",,
104,듣다 보면 서서히 기분 좋아지는 멜로디,"국내외,기분전환",,
105,빗속에서 당신과 춤을,"해외,기분전환,비/흐림",,
106,수록곡 보물찾기 #6,"국내,가요,아이돌,KPOP,수록곡",,
107,비도 오고 그래서,"국내외,비/흐림,장마",,
108,0g부터 1t까지 나가는 힙합 어때?,"국내,힙합,그루브한,인디,국내,인디,국내,랩/힙합",,
109,잊을 수 없는 그 목소리 #2,"국내,발라드한,발라드,목소리/음색,남성보컬,국내,발라드",,
110,"여름, 퇴근 후 맥주와 어울리는 팝송","해외,여름밤,저녁,밤/새벽,맥주,혼술혼밥,여름,팝송,기분전환,하교/퇴근길,해외,팝",,
111,당신이 궁금했던 TV속 광고음악 (2021/6),"광고/CF,국내외",,
112,내적댄스 폭발하는 트렌디한 여름음악,"국내,가요,여름,내적댄스",,
113,나 노래 잘 트는 Cafe 아는데 갈래?,"해외,팝송,해외,팝,카페,일상,기분전환,데일리,팝",,
114,예술가의 작업실을 채우는 감각적 Groove 4,"해외,팝송,힙스터,그루브한,작업실,일상,알앤비,비/흐림,장마,감각적인,해외,팝",,
115,내 방을 카페로 만드는 Playlist #6,"해외,팝송,해외,팝,카페,방안에서,포근한,홈카페,비/흐림,장마",,
116,수다와 와인이 있는 평일 런치,"해외,팝송,해외,팝,오후,그루브한,일상,와인,테라스",,
117,기분 전환 & G R O O V E,"국내외,그루브한,알앤비,감성적인,기분전환",,
118,작업할 때 이 정도 음악은 다들 듣잖아요?,"해외,팝송,해외,팝,작업실,산뜻한,일상,기분전환",,
119,내가 위로받으려고 만든 플리,"국내,인디,감성적인,밤/새벽,위로,지치고,힘들때,국내,인디",,
120,달콤 시원하고 씐나는 SUMMER JPOP,"해외,일본,J-POP,여름,시원한",,
121,빨대로 시원한 음료를 마시며 들어보세요,"국내,가요,KPOP,아이돌,여름,시원한,신나는",,
122,귀에서 흐르는 여름날들,"국내외,여름",,
123,조금씩 네 기억을 조작해,"국내외,우울할때,싱숭생숭",,
124,페스티벌의 계절 트렌디한 국내힙합,"국내,힙합,랜선,페스티벌,트렌디한,국내,랩/힙합",,
125,백예린의 플리를 훔쳐보다 (락스타 ver.),"국내외,이색테마,백예린",,
126,요즘 대세! 웹툰 & 웹드라마 OST 모음,"국내,OST,웹툰,웹드라마,드라마,영화/드라마,국내드라마",,
127,찐고수는 잔잔한 힙합을 듣지,"국내외,힙합,그루브한",,
128,리메이크로 더 좋은 빗소리 VOL.4,"국내,발라드,리메이크,장마,비/흐림,발라드한,국내,발라드",,
129,네온사인 가득한 밤,"국내,인디,야경,밤/새벽,국내,인디",,
130,"뒹굴대는 내 몸뚱아리, Lazy 인디플리","국내,인디,오후,쉬는시간,어쿠스틱한,국내,인디",,
131,K인디차트 Vol.199 (2021년 6월 하반기),"국내,인디,국내,인디,국내인디차트,기간별,차트,속,음악",,
132,라틴팝 대가 루이스 폰시 레전드 모음!,"해외,라틴,라틴팝,아티스트,루이스,폰시",,
133,진격의 뽀로로,"국내외,애니메이션,OST",,
134,비도 오고 그래서 네 생각이 났어,"국내외,비/흐림",,
135,2021 상반기 뮤직PD 선곡 TOP100 #국내편,"국내,100시리즈,2021년,2021,뮤직PD,선곡,TOP100",,
136,2021 상반기 뮤직PD 선곡 TOP100 #해외편,"해외,100시리즈,2021년,2021,뮤직PD,선곡,TOP100",,
137,"빗방울 툭, 이노래 툭","해외,알앤비,그루브한,비/흐림,감성적인,장마,힙합,해외,랩/힙합",,
138,"나만 알고싶은, 비타민 함유랑100% POP #10","해외,드라이브,팝송,편집숍/매장,기분전환,해외,팝,술집/펍",,
139,느릿느릿 나른한 오후의 데일리 플리,"해외,팝송,해외,팝,나른해지는,여유로운,오후,감성적인,힐링,쉬는시간,카페,잔잔한",,
140,"비 오는 날, 카페에서 듣기 좋은 플리 #2","해외,팝송,해외,팝,비/흐림,장마,카페,홈카페,일상",,
141,너의 해변에 곧 도착해.,"국내,인디,알앤비,힙합,그루브한,국내,랩/힙합,국내,인디,여름",,
142,맥주 한 캔과 여름밤? 이 조합은 사기!,"해외,팝송,해외,팝,여름밤,시원한,제습송,맥주,일상,기분전환",,
143,날 춤추게 만드는 난 너와 떠나 Hawaii,"국내,가요,여름,시원한,기분전환,경쾌한,휴가",,
144,"그저 담담하게, 지나온 시간을 회상하다","국내외,뉴에이지,연주곡,뉴에이지연주곡,휴식/명상,밤/새벽",,
145,ISFP가 사랑한 드라마 속 음악,"국내,드라마,OST,MBTI,국내드라마,영화/드라마",,
146,빌보드 핫100 하이라이트 (2021/7/10),"해외,팝송,해외,팝,빌보드,Hot100,차트,속,음악,해외차트",,
147,청명한 여름 밤,"국내외,선선한,여름밤,밤/새벽",,
148,더 큰 조각의 후회는 내 차지였다.,"국내,발라드한,이별/슬픔,감성적인,발라드,국내,발라드",,
149,꼭 알아야 할 영화 음악 거장들,"해외,OST,영화/드라마,스코어,작곡가,영화",,
150,진짜 봄은 인디음악 페스티벌이지,"국내외,봄,랜선,페스티벌,산뜻한,화창한,날,기분전환",,
151,잔잔한 락이 필요한 밤,"해외,락,밤/새벽",,
152,흘러가는 시간에 나를 맡겨,"국내외,멍때릴때,쉬는시간",,
153,뻔한 건 가라!!! 여성 래퍼 열전 17탄!!,"국내,힙합,여성래퍼,래퍼,여성보컬,그루브한,국내,랩/힙합",,
154,사랑비가 내려와~ 비 오는 날...#1,"국내외,비/흐림,장마",,
155,근손실 방지 노래모음.zip,"국내외,강한,운동/헬스,스트레스/짜증",,
156,올 여름 내 플리를 책임져 줄 아이돌,"국내,가요,KPOP,아이돌,여름",,
157,"무더운 여름, 사이다 같은 음악 한 잔! 2","해외,여름,청량한,시원한",,
158,말랑말랑 달달한 망고맛 플리 어때요?,"해외,팝송,해외,팝,기분전환,달달한,말랑말랑한,카페,홈카페,여유로운,감성적인,쉬는시간,주말/휴일,일상",,
159,촉촉한 여름밤 Relaxing Groove,"해외,알앤비,그루브한,감성적인,여름밤,밤/새벽,멜로우,이불속,잠들기,전",,
160,시티팝 for CITYBOY,"해외,시티팝,선선한,여름,기분전환,복고/레트로,심야,드라이브,야경,밤/새벽,저녁,저녁산책",,
161,아무것도 하기 싫어서 누워 있어요,"해외,알앤비,그루브한,나른해지는,감성적인,밤/새벽,방안에서",,
162,재즈 노동요를 찾으시나요?,"해외,재즈,집중,노동요,공부할,때,코로나/재택근무,분위기있는,연주곡,재즈연주곡,호텔/바",,
163,청량에 몽환을 끼얹나,"국내,청량한,몽환적인,가요,여름,시원한,드라이브,산책/여행",,
164,러닝할 때 듣기 좋은 청량한 하우스 2,"해외,일렉트로닉,일렉트로닉팝,신나는,청량한,기분전환,조깅/러닝,홈트레이닝,운동/헬스,하우스",,
165,사랑은 이상하고 사랑은 모르겠어,"국내,인디,이별/슬픔,감성적인,국내,인디",,
166,여름이니까 CITYPOP!,"국내외,선선한,여름밤,기분전환,밤/새벽,저녁,저녁산책,여름",,
167,물 머금은 아련함이 느껴지는 PLAYLIST,"국내외,비/흐림,아련한,밤/새벽",,
168,우르릉 쾅쾅쾅 비가 내려요,"국내외,비/흐림,장마",,
169,아재 감성 7080 베스트 Classic Rock #3,"해외,락,드라이브,올디스,7080세대,7080,로큰롤",,
170,추적이는 여름 비가 되어,"국내,발라드한,발라드,이별/슬픔,비/흐림,국내,발라드",,
171,놓쳐선 안될 '국내 인디' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
172,무더위에는 뭐지? 댄스!,"국내,가요,여름,신나는,경쾌한",,
173,그때 그 시절 추억의 나이트클럽 댄스곡,"해외,일렉트로닉,댄스,1990년대,신나는,나이트,추억/회상,7080세대",,
174,놓쳐선 안될 '해외 인디' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
175,그립다 그시절 지금 들어도 좋은 유로팝 #3,"해외,팝송,유로팝,신나는,세대초월,롤라장,7080,고속도로,올디스,운동/헬스,올드팝,해외,팝,7080세대,유로댄스",,
176,놓쳐선 안될 '발라드' (매주 업데이트),"IT'S,NEW!,신곡,에센셜,NewSongs",,
177,놓쳐선 안될 'POP' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
178,요즘 왜 그리 풀이 죽어 있어?,"국내,가요,KPOP,아이돌",,
179,놓쳐선 안될 '국내 락' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
180,놓쳐선 안될 '해외 락' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
181,국내인디 감성 좋아하는 사람들 다 모여!,"국내,인디,감성적인,국내,인디",,
182,가상카페에서 카페인 채굴~,"국내외,카페,경쾌한",,
183,감성 힙합 도입부 맛집,"해외,힙합,도입부/인트로,감성힙합,그루브한,출근/퇴근길,등교/출근길,해외,랩/힙합",,
184,여름비가 살포시 내리는 날에 들어요,"국내외,비/흐림,장마,제습송,여유로운,주말/휴일,오후,나른해지는",,
185,Our love is burnt up,"해외,팝송,해외,팝,퇴폐적인,다크한,치명적인",,
186,여름밤의 달콤한 환각 #Mellow RnB,"해외,알앤비,여름밤,그루브한,감성적인,밤/새벽,멜로우",,
187,놓쳐선 안될 '국내 알앤비' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
188,무해한 취향 11,"국내외,여름,그루브한,일상",,
189,놓쳐선 안될 '해외 랩/힙합' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
190,한여름밤의 감성 ACOUSTIC,"국내외,여름밤,어쿠스틱한,감성적인,선선한,밤/새벽",,
191,놓쳐선 안될 '해외 알앤비' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
192,심장이 지지직거리는 Lo-Fi hiphop,"해외,힙합,팝송,재즈힙합,해외,팝,나른해지는,밤/새벽,로파이,Lo-Fi",,
193,나한테 일해라 절해라 하지마세요!,"해외,팝송,해외,팝,당당한,자존감,자신감,응원,여성보컬,취준/수험생",,
194,놓쳐선 안될 '아이돌' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
195,휴가 계획 짜면서 내적 흥을 더 돋게 할 팝,"해외,팝송,해외,팝,여름,휴가,신나는,경쾌한,내적댄스,일렉트로닉팝",,
196,놓쳐선 안될 '국내 랩/힙합' (매주 업데이트),"NewSongs,IT'S,NEW!,신곡,에센셜",,
197,빈티지한 매력 터지는 Lo-Fi,"국내외,로파이,Lo-Fi,재즈힙합,작업실,여유로운,나른해지는,코로나/재택근무,빈티지,Chillax",,
198,긍정 에너지 뿜뿜! 기분 좋아지는 팝,"해외,팝송,해외,팝,기분전환,여름",,
199,아이돌 댄스곡 장인 E.ONE 작품집,"국내,가요,아이돌,KPOP,작곡가,eone,여자아이돌",,
200,트렌디팝으로 맞이하는 여름,"해외,팝송,해외,팝,트렌디한,여름",,
201,EDM 음악과 신나는 발걸음,"해외,일렉트로닉,클럽댄스",,
202,무드 인 더 팝 (July/2021),"해외,팝송,해외,팝,여름,기분전환,일상",,
203,8090 공감 리메이크 플리,"국내,가요,발라드한,리메이크,추억/회상,세대초월,국내,발라드,8090세대",,
204,빌보드 스태프 선정 2010년대 K-POP TOP 100 #1,"국내,가요,KPOP,빌보드,2010년대",,
205,클래식이 덥다구요? 옛다! 시원한 클래식~,"해외,클래식,클래식한,시원한,여름,연주곡,스트레스/짜증",,
206,2021년 5월 하반기 밍키 추천 국내인디,"국내,인디,기간별,국내,인디,기간별,최신곡,에센셜,(2021)",,
207,말간 여름 하늘을 벗 삼아 드라이브,"국내,인디,알앤비,그루브한,여름,드라이브,국내,인디",,
208,누구도 내 흥을 막을 수 없다,"해외,팝송,해외,팝,신나는,경쾌한,기분전환,내적댄스",,
209,활기찬 하루 음악 듣고 시작하자,"국내,가요,아침,경쾌한,등교/출근길",,
210,2021 피치포크 Best New Albums/Tracks (수시 업뎃),"해외,해외,인디,인디팝,피치포크,매거진,기간별,2021년,기간별,최신곡,에센셜,(2021)",,
211,주말의 여유! 퐁신퐁신 Daily Playlist,"해외,팝송,해외,팝,기분전환,주말/휴일,데일리,팝,일상,여유로운,화창한,날,산책/여행,나들이/소풍",,
212,저녁쯤 공원에서 가볍게 런닝하며 듣는 EDM,"해외,일렉트로닉,신나는,경쾌한,운동/헬스,조깅/러닝,저녁,홈트레이닝,일렉트로닉팝",,
213,"그때, 갑자기 비 냄새가 났던 것 같아","국내,가요,아이돌,KPOP,비/흐림,장마",,
214,사탕처럼 달콤한 하이틴 걸그룹 노래,"국내,가요,아이돌,KPOP,하이틴,신나는,기분전환,여자아이돌,주인공",,
215,흔하지 않은 감성힙합 모음,"국내,힙합,나만알고싶은,감성힙합,그루브한,국내,랩/힙합",,
216,UK 싱글 차트 리뷰 : 2021년 7월8 일자,"해외,팝송,해외 팝,차트 속 음악,UK차트,해외차트",,
217,몽환의 동화 속으로 당신을 초대합니다,"국내외,몽환적인,판타지",,
218,이상하게 이 노래만 들으면 벅차올라,"국내,가요,벅차오르는,희망,응원",,
219,여름 밤 이별한 당신에게,"국내,발라드한,인디,이별/슬픔,감성적인,여름밤,국내,인디,국내,발라드",,
220,걸그룹의 데뷔곡 플레이어 두번째,"국내,가요,아이돌,걸그룹,여자아이돌,데뷔곡,신나는",,
221,샤갈의 눈 내리는 마을(NewAge&CrossOver)/1,"국내외,연주곡,인스트루멘탈",,
222,"잠 들기 전, 태엽을 돌리고 침대에 누워","국내외,연주곡,오르골,잠들기,전,휴식/명상,힐링,숙면",,
223,[힙합] 이번 휴가는 이거 한장으로 시마이,"국내외,여름,힙합,휴가",,
224,별이 빛나던 여름밤의 콘서트,"국내,발라드한,발라드,콘서트,랜선,페스티벌,국내,발라드",,
225,위로가 필요한 당신이 듣고 싶었던 목소리,"국내,발라드한,위로,우울할때,국내,발라드",,
226,"잔잔한 날, 잔잔 감성으로 듣고 싶은 노래들","국내,가요,발라드한,감성적인,국내,발라드,잔잔한",,
227,멜랑꼴리한 Coffee Shop Music #5,"국내외,Chillax,칠아웃,편안한,오후,나른해지는,멜랑콜리,Lo-Fi,독서,카페,주말/휴일,여유로운,재즈힙합,로파이",,
228,떠나고 싶어?그럼 이 노래를 들어봐 #2,"해외,팝송,해외,팝,드라이브,선선한,산책/여행,나들이/소풍,경쾌한,기분전환,데일리,팝,저녁산책",,
229,기분 좋은 하루가 될 거야,"해외,팝송,해외,팝,기분전환,일상,데일리,팝,등교/출근길,출근/퇴근길,경쾌한,화창한,날,산책/여행",,
230,아니 이 사람들 목소리가 왜이래,"국내,알앤비,그루브한,목소리/음색",,
231,오늘 저녁 Good Evening Vibe~!,"해외,팝송,해외,팝,그루브한,저녁,하교/퇴근길,밤/새벽",,
232,망국의 공주가 되어보자,"해외,팝송,해외,팝,공주,주인공,이색테마",,
233,퇴폐미 넘쳐 흐르는 강렬한 팝,"해외,팝송,해외,팝,퇴폐적인,다크한,빌런",,
234,디즈니 빌런 크루엘라의 RUNWAY,"해외,팝송,해외,팝,퇴폐적인,크루엘라,빌런,이색테마",,
235,슬기로운 의사생활 OST 모음,"국내,드라마,국내드라마,OST,영화/드라마,슬기로운,의사생활,tvN,스테디셀러",,
236,나른과 몽환 사이 j-pop,"해외,일본,J-POP,쉬는시간,나른해지는",,
237,감각적인 POP의 향연 #2,"해외,팝송,해외,팝,감각적인,편집숍/매장",,
238,두근두근 너랑 썸을 타보려고 해,"국내,인디,달달한,썸,탈때,국내,인디",,
